馬匹編號,馬名,平均比標準時間
4,金鑽貴人,-0.74
13,合夥奔馳,-0.68
14,小鳥天堂,-0.61
10,白鷺金剛,-0.52
7,錶之銀河,-0.38
11,陽光勇士,-0.35
5,祝願,-0.27
12,禪勝輝煌,-0.18
2,遨遊氣泡,-0.1
9,百賀飛駒,0.32
6,紅運帝王,1.19
