馬匹編號,馬名,平均比標準時間
5,冷娃,-0.31
4,增強,0.12
6,健康快車,0.2
13,傑出雷霆,0.21
3,星月飛雲,0.3
8,飛馬座,0.38
10,鈁糖武士,0.43
9,亞機拉,0.45
2,綫路滿貫,0.62
1,飲杯,0.7
14,幸運糖,0.83
11,威力飛騰,1.1
12,龍虎精神,1.26
7,耀寶,3.91
