馬匹編號,馬名,平均比標準時間
3,機械之星,0.11
12,部族高手,0.12
13,加州勇勝,0.3
4,嵐臣,0.32
9,日日賞,0.34
7,奇異歡星,0.4
5,勁勇皇駒,0.5
10,大才,0.54
11,幸運威龍,0.6
14,星光快驅,0.77
6,文采風流,0.96
2,孤風潛影,1.1
