馬匹編號,馬名,平均比標準時間
7,旌採,-0.05
1,都靈冠星,0.04
6,大回報,0.07
8,奮鬥輝煌,0.12
9,綫路福將,0.22
14,精算特殊,0.29
4,唯美主義,0.41
11,隼風雲,0.45
13,威力非凡,0.56
10,騰達勇士,0.78
3,家傳之寶,0.8
5,大輝煌,0.93
12,最好玩,1.12
2,劍飛聲,1.39
