日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-03-22,ST,grass,好/快,1200,536,1,超和平,1,1,7,45.82,45.82,-1.08,22.67,0.22,68.49,-0.86,1,超和平,賢者威楓,櫻花酒杯,梁家俊,梁家俊,4,127,132
2026-03-29,ST,grass,好/快,1200,560,1,天天更好,13,8,13,46.15,46.75,-0.15,22.21,-0.24,68.96,-0.39,11,天天更好,銳目,烈焰光芒,巴度,巴度,4,120,121
2026-01-18,ST,grass,好/快,1200,358,3,實力加,6,3,5,45.62,46.46,-0.44,22.59,0.14,69.05,-0.3,9,喜慶寶,錶之浩瀚,實力加,田泰安,布浩榮,4,134,127
2026-03-22,ST,grass,好/快,1200,536,10,駿美一生,14,13,14,45.82,46.5,-0.4,22.7,0.25,69.2,-0.15,13,超和平,賢者威楓,櫻花酒杯,艾道拿,艾道拿,4,124,120
2026-01-18,ST,grass,好/快,1200,361,4,金創福威,4,10,3,45.91,46.63,-0.02,22.63,0.28,69.26,0.26,7,飛馬座,志滿同行,健康快車,楊明綸,楊明綸,3,121,128
2026-01-04,ST,grass,好,1200,323,2,金創福威,4,10,2,46.44,46.68,0.03,22.69,0.34,69.37,0.37,4,忠誠明駒,金創福威,閃耀天河,楊明綸,楊明綸,3,122,128
2026-03-15,ST,grass,好/快,1200,518,1,堅先生,2,2,7,46.42,46.78,-0.12,22.66,0.21,69.44,0.09,8,堅先生,金快飛飛,快樂共濟,田泰安,田泰安,4,129,132
2026-02-19,ST,grass,好,1200,445,5,千杯敬典,3,11,2,46.36,46.6,-0.3,22.93,0.48,69.53,0.18,5,禾道豐,賢者威楓,開心樂園,潘明輝,袁幸堯 (-10),4,135,131
2026-01-25,ST,grass,好,1200,375,4,天天更好,13,8,8,46.25,46.41,-0.49,23.13,0.68,69.54,0.19,6,運高八斗,創寶駒,龍傲綾羅,霍宏聲,巴度,4,121,121
2026-04-06,ST,grass,好,1200,578,6,堅先生,2,2,4,46.72,47.12,0.22,22.48,0.03,69.6,0.25,7,千杯不醉,同喜,利高八斗,田泰安,田泰安,4,135,132
2026-03-22,ST,grass,好/快,1200,538,5,金創福威,4,10,9,46.0,46.88,-0.02,22.79,0.34,69.67,0.32,12,手機錶勁,鼓浪好友,風采人生,楊明綸,楊明綸,4,134,128
2026-02-19,ST,grass,好,1200,453,6,金創福威,4,10,10,47.03,47.11,0.46,22.62,0.27,69.73,0.73,4,喜慶寶,穿甲戰鷹,富國兄弟,巴度,楊明綸,3,117,128
2025-12-27,ST,grass,好,1200,302,9,金創福威,4,10,14,46.54,47.66,1.01,22.21,-0.14,69.87,0.87,14,寶進,弦力寶,帥帥友福,楊明綸,楊明綸,3,121,128
2026-02-19,ST,grass,好,1200,447,4,天天更好,13,8,7,47.23,47.87,0.97,22.33,-0.12,70.2,0.85,8,櫻花酒杯,精英高球,安定神駒,紀仁安,巴度,4,120,121
2026-04-06,ST,grass,好,1200,578,12,金創福威,4,10,13,46.72,47.52,0.62,22.78,0.33,70.3,0.95,12,千杯不醉,同喜,利高八斗,楊明綸,楊明綸,4,133,128
2026-03-01,ST,grass,好,1200,479,11,駿美一生,14,13,5,46.7,47.26,0.36,23.06,0.61,70.32,0.97,11,錶之浩瀚,逍遙人生,龍傲綾羅,鍾易禮,艾道拿,4,124,120
2026-01-11,ST,grass,好/快,1200,336,10,駿美一生,14,13,10,46.8,47.6,0.7,22.8,0.35,70.4,1.05,11,精英高球,逍遙人生,大愛無疆,鍾易禮,艾道拿,4,125,120
