馬匹編號,馬名,完成時間
4,一世美麗,81.32
10,友瑩仁,81.39
7,超勁赤兔,81.68
12,哈羅威,81.72
3,泰力,81.92
13,心雄雄,81.98
11,加州熱浪,82.29
6,丞匡掠影,82.65
1,喜蓮勁感,82.8
8,大文豪,83.0
2,潮州精神,83.15
