馬匹編號,馬名,平均比標準時間
11,極上紗瓏,-0.64
9,韋金主,-0.38
5,時時歡聲,-0.36
7,晒冷,-0.22
6,鈦易搵,-0.07
2,光年魅力,-0.03
12,千帆駒,-0.02
10,飛鷹翱翔,-0.01
3,風雲武士,0.03
8,會當凌,0.09
14,英雄豪傑,0.18
13,至尊高超,0.22
1,包裝天將,0.26
4,綠族無限,0.35
