馬匹編號,馬名,平均比標準時間
10,友瑩仁,-0.46
7,超勁赤兔,-0.17
4,一世美麗,-0.12
9,三軍勇將,0.11
3,泰力,0.11
5,不同世界,0.22
12,哈羅威,0.23
11,加州熱浪,0.35
13,心雄雄,0.46
1,喜蓮勁感,0.68
2,潮州精神,0.72
6,丞匡掠影,0.87
8,大文豪,1.36
