日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-03-29,ST,grass,好/快,1400,554,1,部族高手,12,13,5,58.36,58.8,-0.15,22.63,-0.72,81.43,-0.87,8,部族高手,金鑽精靈,飛躍凱旋,周俊樂,周俊樂 (-2),5,133,123
2026-03-29,ST,grass,好/快,1400,559,1,勁勇皇駒,5,4,13,58.35,59.31,0.71,22.22,-1.18,81.53,-0.47,12,勁勇皇駒,馬上盈,綫路萬里,何澤堯,何澤堯,4,123,129
2026-02-01,ST,grass,好,1400,402,3,嵐臣,4,7,6,58.01,58.69,0.09,22.94,-0.46,81.63,-0.37,9,金滙千帥,綫路萬里,嵐臣,麥道朗,布浩榮,4,134,130
2026-02-14,ST,grass,好/快,1400,435,3,加州勇勝,13,14,12,58.43,58.51,-0.09,23.24,-0.16,81.75,-0.25,3,活力拍檔,光年程祥,加州勇勝,潘頓,田泰安,4,124,123
2026-03-15,ST,grass,好/快,1400,521,5,加州勇勝,13,14,14,57.6,57.6,-1.0,24.25,0.85,81.85,-0.15,6,安泰,隋我同來,禾道豐,艾兆禮,田泰安,4,125,123
2026-03-29,ST,grass,好/快,1400,559,4,嵐臣,4,7,6,58.35,59.11,0.51,22.87,-0.53,81.98,-0.02,8,勁勇皇駒,馬上盈,綫路萬里,周俊樂,布浩榮,4,130,130
2026-03-01,ST,grass,好,1400,476,2,加州勇勝,13,14,4,58.1,58.1,-0.5,23.88,0.48,81.98,-0.02,1,超拍檔,加州勇勝,紅衣醒目,潘頓,田泰安,4,125,123
2026-01-11,ST,grass,好/快,1400,338,1,機械之星,3,10,7,58.17,58.77,0.17,23.23,-0.17,82.0,0.0,7,機械之星,龍城強將,跨境駿馬,潘頓,布文,4,127,134
2026-01-25,ST,grass,好/快,1400,380,6,幸運威龍,11,2,4,57.61,58.17,-0.43,23.87,0.47,82.04,0.04,8,心雄雄,友瑩仁,哥倫布,霍宏聲,潘明輝,4,127,125
2026-04-06,ST,grass,好,1400,577,2,機械之星,3,10,7,58.48,59.08,0.48,22.98,-0.42,82.06,0.06,10,文明福星,機械之星,明亮天下,布文,布文,4,134,134
2026-02-08,ST,grass,好,1400,418,6,星光快驅,14,8,8,58.1,58.78,0.18,23.5,0.1,82.28,0.28,14,榮利雙收,進傲星,超風速,潘頓,艾道拿,4,125,121
2026-02-14,ST,grass,好/快,1400,441,4,嵐臣,4,7,8,59.22,59.82,1.22,22.73,-0.67,82.55,0.55,12,自動自覺,君達得,果然僥倖,布文,布浩榮,4,134,130
2026-01-18,ST,grass,好/快,1400,359,5,嵐臣,4,7,4,58.91,59.19,0.59,23.4,0.0,82.59,0.59,3,活力拍檔,最好玩,千杯不醉,周俊樂,布浩榮,4,132,130
2025-12-27,ST,grass,好,1400,298,8,機械之星,3,10,2,58.16,58.68,0.08,23.92,0.52,82.6,0.6,10,開心老闆,久久為軍,友瑩亮,周俊樂,布文,4,125,134
2026-03-15,ST,grass,好/快,1400,525,12,孤風潛影,2,12,3,57.96,58.8,0.3,24.3,1.15,83.1,1.45,9,一世美麗,千帆駒,包裝明將,楊明綸,黃智弘 (-3),3,122,134
2026-02-22,ST,grass,好,1400,460,9,幸運威龍,11,2,13,59.16,59.8,1.2,23.35,-0.05,83.15,1.15,6,友瑩亮,盛勢威楓,榮利雙收,艾兆禮,潘明輝,4,127,125
2026-04-06,ST,grass,好,1400,577,12,加州勇勝,13,14,6,58.48,58.56,-0.04,25.88,2.48,84.44,2.44,3,文明福星,機械之星,明亮天下,潘頓,田泰安,4,125,123
