日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-03-22,ST,grass,好/快,1200,536,2,賢者威楓,11,6,6,45.82,46.3,-0.6,22.37,-0.08,68.67,-0.68,10,超和平,賢者威楓,櫻花酒杯,潘頓,布文,4,127,126
2026-03-22,ST,grass,好/快,1200,540,6,馬馳登,1,2,4,46.19,46.83,0.18,22.04,-0.31,68.87,-0.13,7,喜慶寶,巴基之勝,久久為昇,希威森,薛凱華,3,117,134
2026-01-11,ST,grass,好/快,1200,340,6,馬馳登,1,2,1,45.89,46.45,-0.2,22.6,0.25,69.05,0.05,6,競駿皇者,超寫意,星月飛雲,巴度,薛凱華,3,121,134
2026-03-29,ST,grass,好/快,1200,563,6,蹺妙,3,14,1,46.04,46.52,-0.13,22.56,0.21,69.08,0.08,6,扶搖勢勁,增強,開心指數,蔡明紹,布浩榮,3,117,132
2026-02-19,ST,grass,好,1200,451,5,蹺妙,3,14,3,45.53,46.57,-0.08,22.56,0.21,69.13,0.13,10,快活英雄,開心指數,傑出雷霆,金誠剛,布浩榮,3,120,132
2026-04-06,ST,grass,好,1200,578,3,利高八斗,9,1,3,46.72,47.04,0.14,22.29,-0.16,69.33,-0.02,3,千杯不醉,同喜,利高八斗,袁幸堯,田泰安,4,118,126
2026-01-25,ST,grass,好/快,1200,383,8,開心孖寶,2,3,3,45.98,46.42,-0.23,22.94,0.59,69.36,0.36,4,開心指數,扶搖勢勁,幸運風彩,紀仁安,艾道拿,3,121,132
2026-02-01,ST,grass,好,1200,398,2,賢者威楓,11,6,11,46.28,47.24,0.34,22.17,-0.28,69.41,0.06,13,逍遙人生,賢者威楓,醒目高球,布文,布文,4,125,126
2026-02-19,ST,grass,好,1200,445,2,賢者威楓,11,6,10,46.36,47.08,0.18,22.37,-0.08,69.45,0.1,12,禾道豐,賢者威楓,開心樂園,潘頓,布文,4,126,126
2025-12-27,ST,grass,好,1200,294,6,我最好,14,13,5,45.36,46.24,-0.66,23.22,0.77,69.46,0.11,5,志滿同行,小魔怪,凱旋王者,艾兆禮,艾兆禮,4,127,120
2026-02-08,ST,grass,好,1200,420,5,馬馳登,1,2,1,46.37,46.93,0.28,22.61,0.26,69.54,0.54,5,閃耀天河,巴基之勝,健康快車,巴度,薛凱華,3,120,134
2026-01-01,ST,grass,好,1200,311,8,開心孖寶,2,3,4,46.09,47.05,0.4,22.7,0.35,69.75,0.75,8,扶搖勢勁,跨境寶馬,開心指數,何澤堯,艾道拿,3,120,132
2026-01-18,ST,grass,好,1200,355,9,我最好,14,13,10,46.07,47.15,0.25,22.91,0.46,70.06,0.71,11,冷娃,綫路英雄,銳目,艾兆禮,艾兆禮,4,128,120
2026-01-01,ST,grass,好,1200,304,6,賢者威楓,11,6,1,46.63,46.99,0.09,23.26,0.81,70.25,0.9,7,笑盈喜,海藍寶,仁者荃承,艾道拿,布文,4,126,126
2026-03-15,ST,grass,好/快,1200,517,10,活力輝煌,6,9,6,46.1,46.74,-0.16,23.83,1.38,70.57,1.22,8,龍之悅,杭至尊,跨境駿馬,周俊樂,周俊樂 (-2),4,125,126
2026-01-01,ST,grass,好,1200,304,14,雙子美麗,12,4,7,46.63,47.31,0.41,23.67,1.22,70.98,1.63,10,笑盈喜,海藍寶,仁者荃承,潘頓,鍾易禮 (-2),4,128,124
