日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-01-25,ST,grass,好/快,1600,381,2,金鑽貴人,4,4,8,69.95,69.95,-0.7,22.94,-0.31,92.89,-1.01,3,浪漫勇士,金鑽貴人,遨遊氣泡,梁家俊,梁家俊,0,126,126
2026-01-25,ST,grass,好/快,1600,381,3,遨遊氣泡,2,12,6,69.95,70.07,-0.58,23.09,-0.16,93.16,-0.74,6,浪漫勇士,金鑽貴人,遨遊氣泡,潘頓,周俊樂,0,126,126
2026-01-25,ST,grass,好/快,1600,381,4,祝願,5,10,2,69.95,70.23,-0.42,22.95,-0.3,93.18,-0.72,2,浪漫勇士,金鑽貴人,遨遊氣泡,巴度,布文,0,126,126
2026-01-25,ST,grass,好/快,1600,381,4,陽光勇士,11,3,9,69.95,70.19,-0.46,22.99,-0.26,93.18,-0.72,9,浪漫勇士,金鑽貴人,遨遊氣泡,何澤堯,布浩榮,0,126,126
2026-01-25,ST,grass,好/快,1600,381,7,錶之銀河,7,13,4,69.95,70.47,-0.18,23.03,-0.22,93.5,-0.4,5,浪漫勇士,金鑽貴人,遨遊氣泡,紀仁安,田泰安,0,126,126
2026-04-06,ST,grass,好,1600,582,1,金鑽貴人,4,4,10,71.6,71.68,1.03,21.97,-1.28,93.65,-0.25,2,金鑽貴人,祝願,遨遊氣泡,梁家俊,梁家俊,0,123,126
2026-04-06,ST,grass,好,1600,582,2,祝願,5,10,4,71.6,72.04,1.39,21.63,-1.62,93.67,-0.23,10,金鑽貴人,祝願,遨遊氣泡,布文,布文,0,123,126
2026-04-06,ST,grass,好,1600,582,3,遨遊氣泡,2,12,3,71.6,71.92,1.27,21.97,-1.28,93.89,-0.01,6,金鑽貴人,祝願,遨遊氣泡,周俊樂,周俊樂,0,128,126
2026-04-06,ST,grass,好,1600,582,4,錶之銀河,7,13,9,71.6,72.12,1.47,22.01,-1.24,94.13,0.23,11,金鑽貴人,祝願,遨遊氣泡,田泰安,田泰安,0,123,126
2026-01-11,ST,grass,好/快,1600,343,1,白鷺金剛,10,5,3,70.39,71.11,0.21,23.07,-0.73,94.18,-0.52,11,白鷺金剛,美麗星晨,超勁赤兔,布文,麥道朗,3,135,126
2026-04-06,ST,grass,好,1600,582,6,禪勝輝煌,12,9,1,71.6,71.6,0.95,22.6,-0.65,94.2,0.3,1,金鑽貴人,祝願,遨遊氣泡,奧爾民,班德禮,0,123,126
2026-04-06,ST,grass,好,1600,582,7,百賀飛駒,9,14,5,71.6,72.36,1.71,21.86,-1.39,94.22,0.32,9,金鑽貴人,祝願,遨遊氣泡,巴度,韋紀力,0,123,126
2026-04-06,ST,grass,好,1600,582,8,陽光勇士,11,3,8,71.6,72.32,1.67,21.91,-1.34,94.23,0.33,12,金鑽貴人,祝願,遨遊氣泡,何澤堯,布浩榮,0,123,126
2026-04-06,ST,grass,好,1600,582,14,紅運帝王,6,8,2,71.6,71.96,1.31,23.56,0.31,95.52,1.62,4,金鑽貴人,祝願,遨遊氣泡,艾兆禮,艾兆禮,0,128,126
2026-01-25,ST,grass,好/快,1600,381,9,紅運帝王,6,8,1,69.95,70.23,-0.42,25.9,2.65,96.13,2.23,1,浪漫勇士,金鑽貴人,遨遊氣泡,布文,艾兆禮,0,126,126
