日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-02-01,ST,grass,好,1600,403,1,一生好彩,1,6,10,70.62,71.46,0.56,22.36,-1.44,93.82,-0.88,11,一生好彩,紫荊傳令,天然數字,周俊樂,周俊樂 (-2),3,120,134
2026-01-25,ST,grass,好/快,1600,384,2,開心勇駒,5,11,7,70.32,70.56,-0.34,23.36,-0.44,93.92,-0.78,5,昭易搵,開心勇駒,魅力知耀,班德禮,潘頓,3,129,130
2026-02-01,ST,grass,好,1600,403,3,天然數字,7,9,9,70.62,71.22,0.32,22.86,-0.94,94.08,-0.62,10,一生好彩,紫荊傳令,天然數字,潘明輝,布浩榮,3,127,127
2026-02-01,ST,grass,好,1600,403,4,安都,3,8,14,70.62,71.46,0.56,22.7,-1.1,94.16,-0.54,13,一生好彩,紫荊傳令,天然數字,艾兆禮,韋紀力,3,119,132
2026-02-01,ST,grass,好,1600,400,1,火悟空,8,13,12,71.05,71.65,0.55,22.67,-1.13,94.32,-0.58,10,火悟空,機械之星,滿洛城,麥文堅,艾兆禮,4,135,126
2026-03-29,ST,grass,好/快,1600,564,1,黃金騎士,9,10,3,71.4,71.8,0.9,22.52,-1.28,94.32,-0.38,7,黃金騎士,安都,中國心,班德禮,紀仁安,3,118,125
2026-03-29,ST,grass,好/快,1600,564,2,安都,3,8,5,71.4,71.72,0.82,22.61,-1.19,94.33,-0.37,3,黃金騎士,安都,中國心,艾兆禮,韋紀力,3,129,132
2026-01-01,ST,grass,好,1600,309,3,黃金騎士,9,10,12,70.58,71.46,0.36,22.98,-0.82,94.44,-0.46,13,安都,開心宇宙,黃金騎士,布文,紀仁安,4,127,125
2026-01-04,ST,grass,好,1600,320,5,風將,2,4,2,70.74,70.94,0.14,23.58,0.13,94.52,0.27,4,睿盛人生,太陽勇士,喜尊龍,蔡明紹,薛凱華,2,120,134
2026-03-08,ST,grass,好,1600,503,1,安都,3,8,14,71.95,71.99,1.09,22.56,-1.24,94.55,-0.15,3,安都,榮駿大道,超勁赤兔,艾兆禮,韋紀力,3,122,132
