日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-03-22,ST,grass,好,1600,535,2,綫路福將,9,12,5,71.45,72.25,1.15,22.55,-1.25,94.8,-0.1,12,睿智多寶,綫路福將,勤德天下,周俊樂,周俊樂 (-2),4,122,124
2026-03-08,ST,grass,好,1600,499,4,威力非凡,13,7,3,70.66,71.66,0.56,23.17,-0.63,94.83,-0.07,12,黃金騎士,八仟財陞,睿智多寶,田泰安,潘明輝,4,118,117
2026-02-22,ST,grass,好,1600,464,9,劍飛聲,2,14,14,71.75,72.63,1.73,22.32,-1.48,94.95,0.25,13,泰力,超勁赤兔,開心勇駒,鍾易禮,田泰安,3,121,134
2026-01-01,ST,grass,好,1600,309,9,最好玩,12,11,9,70.58,71.34,0.24,23.62,-0.18,94.96,0.06,12,安都,開心宇宙,黃金騎士,田泰安,蔡明紹,4,121,117
2026-02-01,ST,grass,好,1600,400,7,奮鬥輝煌,8,5,5,71.05,71.41,0.31,23.56,-0.24,94.97,0.07,5,火悟空,機械之星,滿洛城,周俊樂,布浩榮,4,125,125
2026-03-08,ST,grass,好,1600,499,11,隼風雲,11,1,9,70.66,71.58,0.48,23.41,-0.39,94.99,0.09,9,黃金騎士,八仟財陞,睿智多寶,金誠剛,班德禮,4,121,118
2026-02-19,ST,grass,好,1600,446,3,隼風雲,11,1,4,71.45,72.21,1.11,23.01,-0.79,95.22,0.32,10,勤德天下,本領輝煌,隼風雲,金誠剛,班德禮,4,120,118
2026-04-19,ST,grass,好/快,1600,618,5,家傳之寶,3,6,4,72.53,73.09,1.99,22.39,-1.41,95.48,0.58,11,超開心,睿智多寶,瑞祺威楓,楊明綸,楊明綸,4,131,129
2026-04-06,ST,grass,好,1600,576,1,大回報,6,3,12,73.09,73.77,2.67,21.99,-1.81,95.76,0.86,13,大回報,天蓬貓,紅衣醒目,巴度,巴度,4,124,126
2026-03-08,ST,grass,好,1600,503,13,劍飛聲,2,14,11,71.95,72.19,1.29,23.58,-0.22,95.77,1.07,10,安都,榮駿大道,超勁赤兔,鍾易禮,田泰安,3,117,134
2026-04-06,ST,grass,好,1600,576,5,隼風雲,11,1,1,73.09,73.41,2.31,22.7,-1.1,96.11,1.21,7,大回報,天蓬貓,紅衣醒目,班德禮,班德禮,4,124,118
2026-04-06,ST,grass,好,1600,576,7,威力非凡,13,7,2,73.09,73.61,2.51,22.69,-1.11,96.3,1.4,11,大回報,天蓬貓,紅衣醒目,艾道拿,潘明輝,4,121,117
2026-01-18,ST,grass,好/快,1600,364,14,劍飛聲,2,14,4,70.85,71.25,0.35,26.32,2.52,97.57,2.87,2,錶之宇宙,友瑩光,幸運派彩,蔡明紹,田泰安,3,127,134
