日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-01-01,ST,grass,好,1200,304,14,雙子美麗,12,4,7,46.63,47.31,0.41,23.67,1.22,70.98,1.63,10,笑盈喜,海藍寶,仁者荃承,潘頓,鍾易禮 (-2),4,128,124
2026-01-25,ST,grass,好,1000,374,12,雙子美麗,12,4,4,33.97,34.29,-1.61,24.08,3.33,58.37,1.72,5,手機錶勁,飛來閃耀,怡昌光輝,巴度,鍾易禮 (-2),4,127,124
