日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-04-06,ST,grass,好,1200,578,03,利高八斗,9,1,3,46.72,47.04,0.14,22.29,-0.16,69.33,-0.02,3,千杯不醉,同喜,利高八斗,袁幸堯,田泰安,4,118,126
