馬匹編號,馬名,平均比標準時間
5,星願無限,-0.2
9,長勝隊長,-0.13
10,泰泰精神,-0.1
6,晶晶日上,-0.04
7,電源之駒,0.04
4,精彩駿將,0.11
3,傑出漢子,0.23
2,安康萬里,0.26
1,星月飛雲,0.37
12,富國兄弟,0.53
8,椒椒醒,0.66
11,驍將,0.83
