馬匹編號,馬名,平均比標準時間
5,康昌之星,-0.01
1,爆出美麗,0.02
12,隨緣得勝,0.17
6,佳福駒,0.2
4,唯美主義,0.46
3,赤風驪,0.47
7,上浦福旺,0.54
9,準希望,0.62
10,耀昌勝世,0.84
2,澳嘉輝,1.0
8,金駿星,1.37
11,佰勝金龍,1.46
