馬匹編號,馬名,平均比標準時間
9,你知我得,0.18
2,仁仁有餘,0.18
5,朗日自強,0.24
11,有你有我,0.34
6,三強,0.34
7,博愛先鋒,0.38
8,神異金剛,0.56
4,紅愛舍,0.66
1,開心孖寶,0.7
3,莊家班,0.74
10,星光快驅,0.82
12,飛越晨曦,1.38
