馬匹編號,馬名,平均比標準時間
4,歷險大將,0.03
8,焦點,0.12
10,喆喆友福,0.19
9,駿馬之星,0.41
11,輕鬆大少,0.49
7,千杯,0.53
1,有情有義,0.66
2,傳承效應,0.67
6,神燦金剛,0.67
12,添喜運,0.71
5,至臻完美,1.64
