馬匹編號,馬名,平均比標準時間
1,跨境駿馬,0.02
6,幸運愉快,0.03
11,電玩精英,0.05
5,快樂共濟,0.16
12,靖哥哥,0.29
2,富心星,0.54
10,閃電星福,0.58
4,智勝攻略,0.62
7,佳運發,0.72
8,金多囍,0.87
9,弘智多寶,1.67
3,仁者荃承,1.9
