馬匹編號,馬名,平均比標準時間
2,凝聚美麗,-0.18
8,風采人生,0.0
12,萬眾開心,0.07
7,喜樂之星,0.19
1,巴閉王,0.27
11,友得盈,0.39
10,佳佳友,0.67
9,怪獸波士,1.05
5,領袖勁力,1.2
6,精算奕然,1.66
