馬匹編號,馬名,平均比標準時間
7,喜馬,-0.27
1,榮利雙收,0.08
5,奮鬥輝煌,0.18
10,大數據,0.26
11,真叻仔,0.26
2,勁進駒,0.27
8,頌星,0.33
12,明亮光輝,0.65
4,新力飆,0.69
3,揀馬之皇,0.91
9,寫我其誰,1.08
