日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-02-01,ST,grass,好,1400,404,09,泰力,3,6,11,58.3,59.06,0.56,22.86,-0.29,81.92,0.27,13,綠野飛馳,韋金主,新力好,艾兆禮,奧爾民,3,118,129
2026-02-22,ST,grass,好,1600,464,01,泰力,3,6,3,71.75,72.15,1.25,22.2,-1.6,94.35,-0.35,6,泰力,超勁赤兔,開心勇駒,潘明輝,奧爾民,3,123,129
2026-03-08,ST,grass,好,1600,503,08,泰力,3,6,5,71.95,72.55,1.65,22.57,-1.23,95.12,0.42,8,安都,榮駿大道,超勁赤兔,潘明輝,奧爾民,3,128,129
