馬匹編號,馬名,平均比標準時間
11,天蓬貓,-0.01
4,友瑩亮,0.0
7,幸運威龍,0.04
14,盛勢威楓,0.06
1,榮利雙收,0.12
13,洪才,0.4
3,久久為軍,0.48
10,紅磚戰士,0.72
8,美獅魚,0.91
2,鬆啲,0.99
5,日日獎,1.23
12,星鑽貴人,1.46
