馬匹編號,馬名,平均比標準時間
10,勁大威猛,-1.26
2,仁心星,-0.09
1,韋金主,0.03
6,嘉應奇兵,0.19
12,確好勁,0.23
7,幸運風彩,0.34
11,哈羅威,0.38
3,膨才,0.64
5,神馳,0.66
8,精彩動力,0.89
4,同樣美麗,1.04
13,飛躍星伴,1.38
14,銀光奔騰,1.96
