馬匹編號,馬名,平均比標準時間
5,踏雪尋梅,-0.19
11,花果猴王,0.25
1,香港仔,0.4
7,大才,0.46
13,花香月明,0.52
14,魅力知福,0.62
2,千杯不醉,0.75
9,閃電武士,1.06
12,超智多寶,1.18
4,發財金鞍,1.45
3,士登,1.62
10,事事感恩,1.81
