馬匹編號,馬名,平均比標準時間
13,極速之子,-0.12
2,特別美麗,0.21
4,齊歡最樂,0.27
1,籐王駒,0.3
6,夢照發,0.41
8,富裕君子,0.6
11,型到爆,0.65
5,光輝歲月,0.71
12,永勝金駒,0.74
3,鐵甲驌龍,0.93
9,大利好運,1.02
10,常多笑,1.15
14,智開心,1.61
7,神煞金剛,2.03
