馬匹編號,馬名,平均比標準時間
4,創寶駒,-0.18
3,皇者有利,0.24
1,醒目高球,0.3
13,有你有我,0.38
7,海鑽石,0.39
2,川河石駒,0.58
10,佳佳友,0.67
5,桃花俊,0.76
11,豐功偉績,0.79
12,挺秀弘利,0.96
9,錶之無限,1.12
14,環球英雄,1.2
