馬匹編號,馬名,完成時間
1,都靈冠星,81.64
9,大回報,81.67
6,旌採,81.93
3,亨驥,82.34
4,朗日自強,82.48
8,翹峯,82.54
5,時尚歡欣,83.64
11,無極勇將,84.78
