馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好/快,1000,435,16/02/2025,10,傳承效應,10,5,3,33.64,34.48,34.48,22.51,-33.94,56.99,0.54,14 13 10,馬力,錶之極光,連連有盈,梁家俊,巴度,3,124,123
HV,grass,好,1200,484,05/03/2025,07,傳承效應,10,5,7,46.56,47.72,47.72,22.8,-46.8,70.52,0.92,7 7 7,椒椒醒,川河動駒,鈁糖武士,班德禮,巴度,3,121,123
ST,grass,好/快,1200,532,23/03/2025,09,傳承效應,10,5,11,46.24,46.88,46.88,22.63,-46.37,69.51,0.51,8 8 9,笑傲江湖,凱旋升,英勇快車,田泰安,巴度,3,118,123
ST,grass,好,1400,591,13/04/2025,12,傳承效應,10,5,3,57.9,58.74,-9.46,23.66,10.21,82.4,0.75,3 4 4 12,康樂高球,光年魅力,安泰,田泰安,巴度,3,117,123
HV,grass,好/快,1200,674,14/05/2025,11,傳承效應,10,5,7,46.33,47.29,47.29,23.35,-46.55,70.64,0.74,10 10 11,天外迎天,翹峯,心裡有數,梁家俊,巴度,4,134,123
ST,grass,好,1200,792,28/06/2025,12,傳承效應,10,5,5,46.16,46.84,46.84,24.65,-44.7,71.49,2.14,8 10 12,幸運多彩,魅力知福,實力派,田泰安,巴度,4,131,123
ST,grass,好/快,1200,024,14/09/2025,12,傳承效應,10,5,4,45.71,46.19,46.19,23.68,-45.67,69.87,0.52,9 6 12,有你有我,皇金合,海綠寶,潘大衛,巴度,4,131,123
HV,grass,好/快,1200,100,15/10/2025,06,傳承效應,10,5,12,45.85,46.73,46.73,23.35,-46.55,70.08,0.18,7 7 6,飛龍在天,紅愛舍,飛輪霸,周俊樂,巴度,4,122,123
HV,grass,好/快,1200,155,05/11/2025,05,傳承效應,10,5,6,46.68,47.12,47.12,23.3,-46.6,70.42,0.52,7 6 5,自動自覺,渡月橋,怡昌精神,周俊樂,巴度,4,121,123
HV,grass,好,1200,231,03/12/2025,06,傳承效應,10,5,1,46.46,46.74,46.74,23.34,-46.56,70.08,0.18,5 4 6,團結戰靈,駿馬之寶,維港激流,班德禮,巴度,4,122,123
HV,grass,好,1200,330,07/01/2026,11,傳承效應,10,5,10,46.19,47.59,47.59,23.12,-46.78,70.71,0.81,11 11 11,團結勇士,可靠大師,遨遊波士,何澤堯,巴度,4,121,123
