馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1000,083,15/10/2023,10,鄉村樂韻,12,12,6,33.86,34.66,34.66,23.37,-33.28,58.03,1.38,8 9 10,攻頂,萬事快,令才,巴度,蔡明紹,4,127,120
HV,grass,好,1200,328,10/01/2024,08,鄉村樂韻,12,12,12,46.44,47.64,47.64,23.42,-46.48,71.06,1.16,12 11 8,有鴻利,高明駿將,共創成果,艾道拿,蔡明紹,4,124,120
HV,grass,好,1200,384,31/01/2024,03,鄉村樂韻,12,12,4,47.45,47.89,47.89,23.36,-46.54,71.25,1.35,3 4 3,開心高球,合金皇,鄉村樂韻,賀銘年,蔡明紹,4,123,120
HV,grass,好,1200,424,15/02/2024,04,鄉村樂韻,12,12,9,46.72,47.52,47.52,23.51,-46.39,71.03,1.13,12 11 4,迎樂,萬事靚,風中勁松,艾道拿,蔡明紹,4,126,120
HV,grass,好,1200,480,06/03/2024,07,鄉村樂韻,12,12,10,46.16,47.04,47.04,24.06,-45.84,71.1,1.2,9 10 7,太陽拍檔,南區旺,宏才,艾道拿,蔡明紹,4,124,120
HV,grass,好,1200,537,27/03/2024,06,鄉村樂韻,12,12,12,46.36,47.32,47.32,23.5,-46.4,70.82,0.92,12 11 6,多利神駒,皇帝英明,進優自在,潘頓,蔡明紹,4,122,120
HV,grass,好,1200,594,17/04/2024,04,鄉村樂韻,12,12,5,46.6,47.04,47.04,23.74,-46.16,70.78,0.88,5 4 4,加州德至,嘉應喝彩,精明勇駿,潘頓,蔡明紹,4,121,120
HV,grass,好/黏,1200,630,01/05/2024,10,鄉村樂韻,12,12,12,46.87,47.99,47.99,23.98,-45.92,71.97,2.07,12 12 10,有鴻利,納百川,神速馬車,巴度,蔡明紹,4,118,120
HV,grass,好,1200,129,27/10/2024,04,鄉村樂韻,12,12,3,46.47,47.07,47.07,23.48,-46.62,70.55,0.45,9 8 4,辣得駕勢,飛躍精英,南區旺,潘頓,蔡明紹,5,134,120
HV,grass,好,1200,157,06/11/2024,10,鄉村樂韻,12,12,9,46.05,46.13,46.13,24.32,-45.78,70.45,0.35,2 2 10,極速之星,星火燎原,宇宙動力,潘頓,蔡明紹,5,134,120
HV,grass,好/黏,1200,195,20/11/2024,09,鄉村樂韻,12,12,12,46.93,47.89,47.89,22.99,-47.11,70.88,0.78,12 9 9,超勁火力,三代同心,合金皇,艾道拿,蔡明紹,5,132,120
HV,grass,好,1000,251,11/12/2024,01,鄉村樂韻,12,12,11,34.51,35.39,35.39,22.21,-35.14,57.6,0.25,10 10 1,鄉村樂韻,有你有我,前風,田泰安,蔡明紹,5,130,120
ST,grass,好,1000,297,29/12/2024,02,鄉村樂韻,12,12,7,34.24,34.68,34.68,22.83,-34.17,57.51,0.51,8 10 2,宇宙動力,鄉村樂韻,俏郎中,艾道拿,蔡明紹,5,135,120
ST,grass,好,1200,318,05/01/2025,01,鄉村樂韻,12,12,6,45.58,46.46,46.46,22.94,-46.61,69.4,-0.15,8 8 1,鄉村樂韻,至旺財,水龍頭,田泰安,蔡明紹,5,135,120
ST,grass,好,1000,379,26/01/2025,03,鄉村樂韻,12,12,9,34.26,34.74,34.74,22.79,-33.86,57.53,0.88,11 9 3,時時歡欣,快樂高球,鄉村樂韻,田泰安,蔡明紹,4,121,120
ST,grass,好,1000,409,09/02/2025,04,鄉村樂韻,12,12,5,33.93,34.25,34.25,23.0,-33.65,57.25,0.6,11 10 4,超力量,快樂高球,攻頂,田泰安,蔡明紹,4,120,120
HV,grass,好/快,1000,520,19/03/2025,03,鄉村樂韻,12,12,11,33.74,34.74,34.74,22.19,-35.01,56.93,-0.27,12 12 3,辣得金,勝萬金,鄉村樂韻,田泰安,蔡明紹,4,121,120
HV,grass,好/快,1000,557,02/04/2025,05,鄉村樂韻,12,12,11,34.28,35.2,35.2,21.95,-35.25,57.15,-0.05,10 10 5,妙玲瓏,同滿滿,顏色王子,田泰安,蔡明紹,4,122,120
HV,grass,好/快,1200,635,30/04/2025,03,鄉村樂韻,12,12,6,45.83,47.03,47.03,22.45,-47.45,69.48,-0.42,9 8 3,天下寵兒,快搏,鄉村樂韻,賀銘年,蔡明紹,4,122,120
HV,grass,好/快,1200,674,14/05/2025,09,鄉村樂韻,12,12,8,46.33,47.37,47.37,22.94,-46.96,70.31,0.41,11 12 9,天外迎天,翹峯,心裡有數,艾兆禮,蔡明紹,4,124,120
HV,grass,好/快,1200,711,28/05/2025,08,鄉村樂韻,12,12,6,46.24,46.96,46.96,23.42,-46.48,70.38,0.48,9 8 8,比特星,雷神太保,喆喆友福,艾道拿,蔡明紹,4,122,120
HV,grass,好/快,1200,753,11/06/2025,06,鄉村樂韻,12,12,7,46.83,47.15,47.15,23.44,-46.46,70.59,0.69,4 4 6,光輝所願,運來伍寶,新力,田泰安,蔡明紹,4,121,120
HV,grass,好/快,1200,825,09/07/2025,05,鄉村樂韻,12,12,1,45.97,46.45,46.45,23.6,-46.3,70.05,0.15,6 6 5,祥勝力駒,天外迎天,領航財子,田泰安,蔡明紹,4,119,120
HV,grass,好,1200,330,07/01/2026,12,鄉村樂韻,12,12,12,46.19,47.43,47.43,23.37,-46.53,70.8,0.9,12 10 12,團結勇士,可靠大師,遨遊波士,巴度,蔡明紹,4,118,120
