馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1400,086,15/10/2023,02,你知我得,5,7,6,58.64,59.08,-9.47,23.18,9.73,82.26,0.26,5 6 7 2,大千氣象,你知我得,競駿天下,艾兆禮,田泰安,4,127,130
ST,grass,好/快,1400,180,19/11/2023,06,你知我得,5,7,14,57.53,57.89,-10.66,24.55,11.1,82.44,0.44,7 6 6 6,滿歡笑,光年八十,電路九號,艾兆禮,田泰安,4,130,130
HV,grass,好,1650,248,13/12/2023,09,你知我得,5,7,11,76.42,77.18,5.08,24.63,-3.37,101.81,1.71,6 7 7 9,皇仁福星,武林至尊,威威鬥士,艾兆禮,田泰安,4,128,130
ST,grass,好,1400,302,01/01/2024,04,你知我得,5,7,12,58.27,58.39,-10.16,24.54,11.09,82.93,0.93,1 3 3 4,安泰,佳福駒,時時稱心,田泰安,田泰安,4,127,130
ST,grass,好,1400,372,28/01/2024,02,你知我得,5,7,11,58.84,59.2,-9.35,23.61,10.16,82.81,0.81,7 6 5 2,熊噹噹,你知我得,我做到,田泰安,田泰安,4,124,130
ST,grass,好,1400,451,25/02/2024,05,你知我得,5,7,3,58.34,58.7,-9.85,23.95,10.5,82.65,0.65,4 4 4 5,忠誠寶寶,友瑩仁,春風萬里,田泰安,田泰安,4,126,130
ST,grass,好,1400,545,31/03/2024,04,你知我得,5,7,12,59.4,59.56,-8.99,23.84,10.39,83.4,1.4,4 4 3 4,金發銀發,勤德威力,博愛先鋒,班德禮,田泰安,4,125,130
ST,grass,好,1600,604,20/04/2024,03,你知我得,5,7,8,72.55,72.67,2.27,23.19,-1.31,95.86,0.96,4 4 3 3,佳福駒,春風萬里,你知我得,梁家俊,田泰安,4,121,130
ST,grass,好/快,1400,721,02/06/2024,12,你知我得,5,7,2,58.99,59.19,-9.36,24.11,10.66,83.3,1.3,4 4 4 12,帥炸,鴻圖高星,紅海風帆,梁家俊,田泰安,4,124,130
ST,grass,好/快,1400,767,23/06/2024,09,你知我得,5,7,2,57.86,58.1,-10.45,24.29,10.84,82.39,0.39,3 4 3 9,翹峯,連連歡呼,一起美麗,艾道拿,田泰安,4,124,130
HV,grass,好,1200,031,18/09/2024,02,你知我得,5,7,9,46.13,46.77,46.77,23.41,-46.49,70.18,0.28,4 4 2,瑰麗人生,你知我得,智勝攻略,艾兆禮,田泰安,4,119,130
HV,grass,好,1200,090,09/10/2024,03,你知我得,5,7,7,46.5,46.78,46.78,23.68,-46.22,70.46,0.56,4 4 3,駿步騰飛,五福星,你知我得,艾兆禮,田泰安,4,121,130
HV,grass,好,1200,133,27/10/2024,01,你知我得,5,7,2,46.95,47.03,47.03,23.33,-46.57,70.36,0.46,2 2 1,你知我得,智勝攻略,電訊龍駒,霍宏聲,田泰安,4,123,130
HV,grass,好,1200,236,04/12/2024,01,你知我得,5,7,1,46.93,47.33,47.33,22.96,-46.94,70.29,0.39,4 4 1,你知我得,真心傳奇,妙玲瓏,麥道朗,田泰安,4,126,130
HV,grass,好,1200,352,15/01/2025,08,你知我得,5,7,10,46.91,47.19,47.19,23.37,-46.53,70.56,0.66,4 5 8,首飾天空,銳高,銀刺勇士,霍宏聲,田泰安,4,134,130
HV,grass,好,1650,441,19/02/2025,08,你知我得,5,7,5,75.78,76.22,4.12,24.4,-3.6,100.62,0.52,8 9 8 8,論文,非凡豪傑,魔法速遞,霍宏聲,田泰安,4,132,130
ST,grass,好/快,1400,526,23/03/2025,05,你知我得,5,7,11,57.91,58.63,-9.92,23.1,9.65,81.73,-0.27,9 9 10 5,深心星,哈羅威,泰泰精神,田泰安,田泰安,4,132,130
HV,grass,好/快,1650,558,02/04/2025,10,你知我得,5,7,12,75.43,75.43,3.33,25.27,-2.73,100.7,0.6,1 1 1 10,醒目先駒,神駒馬靈,奮鬥輝煌,蔡明紹,田泰安,4,131,130
HV,grass,好,1200,653,07/05/2025,03,你知我得,5,7,2,46.99,47.19,47.19,23.48,-46.42,70.67,0.77,3 4 3,超霸勝,好節拍,你知我得,霍宏聲,田泰安,4,131,130
HV,grass,好/快,1200,750,11/06/2025,08,你知我得,5,7,5,47.38,47.46,47.46,23.49,-46.41,70.95,1.05,2 2 8,喜勝駿駒,維港激流,駿馬之星,霍宏聲,田泰安,4,135,130
ST,dirt,好,1200,810,05/07/2025,09,你知我得,5,7,11,45.54,45.54,45.54,24.67,-44.28,70.21,1.26,1 1 9,勁先生,日日獎,囍眼光,霍宏聲,田泰安,4,131,130
HV,grass,好,1200,266,17/12/2025,12,你知我得,5,7,8,46.56,46.8,46.8,24.84,-45.06,71.64,1.74,2 3 12,臻至辰,細水長流,千杯,梁家俊,田泰安,4,131,130
HV,grass,好,1200,330,07/01/2026,09,你知我得,5,7,3,46.19,46.87,46.87,23.62,-46.28,70.49,0.59,6 5 9,團結勇士,可靠大師,遨遊波士,麥文堅,田泰安,4,128,130
