日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-01-25,ST,grass,好/快,1400,380,06,幸運威龍,11,2,4,57.61,58.17,-0.43,23.87,0.47,82.04,0.04,8,心雄雄,友瑩仁,哥倫布,霍宏聲,潘明輝,4,127,125
2026-02-22,ST,grass,好,1400,460,09,幸運威龍,11,2,13,59.16,59.8,1.2,23.35,-0.05,83.15,1.15,6,友瑩亮,盛勢威楓,榮利雙收,艾兆禮,潘明輝,4,127,125
