horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
7,喜馬,2.5,2.4,0.04,917867.61,64802.03,853065.58,1.5,1.3,0.15,983874.1,82401.0,901473.1
11,真叻仔,4.8,5.5,-0.13,478056.05,28277.25,449778.8,1.7,1.7,0.0,868124.21,63012.53,805111.68
2,勁進駒,7.4,7.7,-0.04,310090.41,20198.04,289892.37,2.6,2.6,0.0,567619.67,41200.5,526419.17
8,頌星,7.9,10.0,-0.21,290464.43,15552.49,274911.94,2.0,2.5,-0.2,737905.57,42848.52,695057.05
5,奮鬥輝煌,9.6,8.8,0.09,239028.02,17673.28,221354.74,2.8,2.9,-0.03,527075.41,36938.38,490137.03
1,榮利雙收,12.0,12.0,0.0,191222.42,12960.41,178262.01,2.8,4.0,-0.3,527075.41,26780.32,500295.09
10,大數據,15.0,12.0,0.25,152977.93,12960.41,140017.52,3.4,2.7,0.26,434062.1,39674.56,394387.54
12,明亮光輝,25.0,27.0,-0.07,91786.76,5760.18,86026.58,5.9,5.8,0.02,250137.48,18469.19,231668.29
4,新力飆,41.0,27.0,0.52,55967.54,5760.18,50207.36,7.8,6.7,0.16,189206.56,15988.25,173218.31
6,一風雲,71.0,41.0,0.73,32319.28,3793.29,28525.99,12.0,9.8,0.22,122984.26,10930.74,112053.52
3,揀馬之皇,82.0,78.0,0.05,27983.77,1993.91,25989.86,12.0,13.0,-0.08,122984.26,8240.1,114744.16
9,寫我其誰,107.0,89.0,0.2,21445.5,1747.47,19698.03,16.0,15.0,0.07,92238.2,7141.42,85096.78
