horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
4,三軍勇將,3.5,3.6,-0.03,275542.46,18012.04,257530.42,2.0,2.1,-0.05,325545.82,20711.04,304834.78
1,俏眼光,5.8,6.7,-0.13,166275.62,9678.11,156597.51,2.2,2.1,0.05,295950.75,20711.04,275239.71
10,佛亮老撾,5.8,5.3,0.09,166275.62,12234.59,154041.03,1.9,2.5,-0.24,342679.82,17397.27,325282.55
12,喵喵怪,7.0,9.6,-0.27,137771.23,6754.52,131016.71,1.9,2.5,-0.24,342679.82,17397.27,325282.55
3,赤海,7.2,12.0,-0.4,133944.25,5403.61,128540.64,2.6,3.4,-0.24,250419.87,12792.11,237627.76
7,撼天鐵翼,12.0,7.4,0.62,80366.55,8762.61,71603.94,3.4,1.7,1.0,191497.54,25584.22,165913.32
6,東來欣賞,17.0,17.0,0.0,56729.33,3814.31,52915.02,4.6,5.2,-0.12,141541.66,8364.07,133177.59
2,人和家興,22.0,17.0,0.29,43836.3,3814.31,40021.99,5.9,5.1,0.16,110354.52,8528.07,101826.45
8,威力飛騰,23.0,18.0,0.28,41930.37,3602.41,38327.96,5.0,5.4,-0.07,130218.33,8054.29,122164.04
11,盈妍威楓,27.0,23.0,0.17,35718.47,2819.28,32899.19,6.2,5.8,0.07,105014.78,7498.82,97515.96
5,時尚風趣,41.0,35.0,0.17,23521.92,1852.67,21669.25,8.9,7.3,0.22,73156.37,5957.97,67198.4
9,星火燎原,40.0,25.0,0.6,24109.97,2593.73,21516.24,8.9,5.9,0.51,73156.37,7371.72,65784.65
