horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,有情有義,3.5,3.1,0.13,1972348.71,107665.69,1864683.02,1.8,1.7,0.06,3481812.12,152702.16,3329109.96
4,歷險大將,4.9,5.9,-0.17,1408820.51,56570.11,1352250.4,1.7,2.0,-0.15,3686624.6,129796.84,3556827.76
11,輕鬆大少,5.4,6.1,-0.11,1278374.17,54715.35,1223658.82,1.9,2.2,-0.14,3298558.86,117997.12,3180561.74
10,喆喆友福,9.0,7.5,0.2,767024.5,44501.82,722522.68,2.9,2.8,0.04,2161124.77,92712.03,2068412.74
7,千杯,12.0,16.0,-0.25,575268.37,20860.23,554408.14,4.0,4.6,-0.13,1566815.46,56433.41,1510382.05
3,藍爵爺,12.0,9.7,0.24,575268.37,34408.62,540859.75,4.0,3.4,0.18,1566815.46,76351.08,1490464.38
12,添喜運,16.0,19.0,-0.16,431451.28,17566.51,413884.77,2.9,2.6,0.12,2161124.77,99843.72,2061281.05
9,駿馬之星,16.0,15.0,0.07,431451.28,22250.91,409200.37,4.7,4.4,0.07,1333459.96,58998.56,1274461.4
8,焦點,19.0,23.0,-0.17,363327.39,14511.46,348815.93,5.0,5.9,-0.15,1253452.36,43998.93,1209453.43
6,神燦金剛,25.0,17.0,0.47,276128.82,19633.16,256495.66,6.5,4.6,0.41,964194.13,56433.41,907760.72
2,傳承效應,30.0,34.0,-0.12,230107.35,9816.58,220290.77,7.1,7.6,-0.07,882712.93,34157.06,848555.87
5,至臻完美,39.0,42.0,-0.07,177005.65,7946.75,169058.9,8.2,9.2,-0.11,764300.22,28216.7,736083.52
