horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
12,隨緣得勝,3.4,3.6,-0.06,959868.82,57982.15,901886.67,1.5,1.6,-0.06,1574926.65,91269.75,1483656.9
3,赤風驪,4.8,4.4,0.09,679907.08,47439.94,632467.14,2.2,1.5,0.47,1073813.62,97354.4,976459.22
1,爆出美麗,5.0,4.9,0.02,652710.8,42599.13,610111.67,1.9,2.0,-0.05,1243363.14,73015.8,1170347.34
5,康昌之星,7.6,6.2,0.23,429415.0,33667.05,395747.95,2.5,2.3,0.09,944955.99,63492.0,881463.99
10,耀昌勝世,10.0,18.0,-0.44,326355.4,11596.43,314758.97,2.6,4.8,-0.46,908611.53,30423.25,878188.28
9,準希望,12.0,13.0,-0.08,271962.83,16056.59,255906.24,3.2,3.6,-0.11,738246.87,40564.33,697682.54
6,佳福駒,18.0,15.0,0.2,181308.55,13915.71,167392.84,4.4,4.5,-0.02,536906.81,32451.47,504455.34
4,唯美主義,20.0,23.0,-0.13,163177.7,9075.47,154102.23,4.7,4.4,0.07,502636.16,33189.0,469447.16
7,上浦福旺,25.0,29.0,-0.14,130542.16,7197.78,123344.38,6.1,8.2,-0.26,387277.05,17808.73,369468.32
8,金駿星,30.0,22.0,0.36,108785.13,9487.99,99297.14,6.6,4.8,0.38,357937.88,30423.25,327514.63
2,澳嘉輝,70.0,55.0,0.27,46622.2,3795.19,42827.01,12.0,10.0,0.2,196865.83,14603.16,182262.67
11,佰勝金龍,89.0,66.0,0.35,36669.15,3162.66,33506.49,14.0,11.0,0.27,168742.14,13275.6,155466.54
