horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
2,滿心星,2.7,2.9,-0.07,507920.72,37936.63,469984.09,1.6,1.6,0.0,605096.77,43284.14,561812.63
1,銀亮奔騰,5.0,5.8,-0.14,274277.19,18968.31,255308.88,1.7,2.0,-0.15,569502.84,34627.31,534875.53
8,翠兒威威,7.7,9.0,-0.14,178102.07,12224.02,165878.05,1.9,2.3,-0.17,509555.17,30110.71,479444.46
9,紫辰之星,9.7,7.8,0.24,141379.99,14104.64,127275.35,2.8,2.2,0.27,345769.58,31479.37,314290.21
5,爆笑,11.0,12.0,-0.08,124671.45,9168.02,115503.43,3.3,3.8,-0.13,293380.25,18224.9,275155.35
6,勁好運,15.0,16.0,-0.06,91425.73,6876.01,84549.72,4.0,4.6,-0.13,242038.71,15055.35,226983.36
7,浪漫鬥士,15.0,15.0,0.0,91425.73,7334.41,84091.32,4.3,4.7,-0.09,225152.28,14735.03,210417.25
10,雙星報喜,17.0,18.0,-0.06,80669.76,6112.01,74557.75,4.4,5.4,-0.19,220035.19,12824.93,207210.26
4,優才,18.0,10.0,0.8,76188.11,11001.62,65186.49,6.1,3.5,0.74,158713.91,19787.04,138926.87
12,凱明神駒,25.0,31.0,-0.19,54855.44,3548.91,51306.53,5.5,6.6,-0.17,176028.15,10493.12,165535.03
3,天然數字,35.0,23.0,0.52,39182.46,4783.31,34399.15,8.8,5.5,0.6,110017.59,12591.75,97425.84
11,妙算強人,43.0,32.0,0.34,31892.7,3438.01,28454.69,8.9,7.0,0.27,108781.44,9893.52,98887.92
