horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,跨境駿馬,3.1,3.7,-0.16,547682.1,35302.42,512379.68,1.6,1.3,0.23,684965.53,63824.54,621140.99
5,快樂共濟,4.9,6.5,-0.25,346492.76,20095.22,326397.54,1.8,2.3,-0.22,608858.25,36074.74,572783.51
2,富心星,5.5,3.1,0.77,308693.55,42135.15,266558.4,2.7,1.6,0.69,405905.5,51857.44,354048.06
6,幸運愉快,7.7,9.8,-0.21,220495.39,13328.46,207166.93,2.3,2.9,-0.21,476497.76,28611.0,447886.76
11,電玩精英,10.0,15.0,-0.33,169781.45,8707.93,161073.52,2.8,4.3,-0.35,391408.88,19295.79,372113.09
12,靖哥哥,14.0,15.0,-0.07,121272.47,8707.93,112564.54,3.6,4.4,-0.18,304429.12,18857.25,285571.87
10,閃電星福,18.0,22.0,-0.18,94323.03,5937.22,88385.81,4.2,5.3,-0.21,260939.25,15655.08,245284.17
4,智勝攻略,18.0,14.0,0.29,94323.03,9329.92,84993.11,4.5,3.8,0.18,243543.3,21834.71,221708.59
3,仁者荃承,28.0,32.0,-0.12,60636.23,4081.84,56554.39,5.8,9.3,-0.38,188956.01,8921.71,180034.3
8,金多囍,30.0,45.0,-0.33,56593.82,2902.64,53691.18,5.8,8.7,-0.33,188956.01,9537.0,179419.01
7,佳運發,39.0,24.0,0.62,43533.71,5442.46,38091.25,7.4,4.4,0.68,148100.66,18857.25,129243.41
9,弘智多寶,57.0,39.0,0.46,29786.22,3349.2,26437.02,9.5,6.4,0.48,115362.62,12964.36,102398.26
