馬匹編號,馬名,平均比標準時間
6,步風雷,-0.69
1,清雲龍駒,-0.59
7,同益善,-0.21
10,禾道威,-0.12
8,風火恆雲,0.24
2,智多多寶,0.39
4,八駿笑昇,0.49
5,雙贏,0.62
9,揚威四海,0.69
3,銀光奔騰,0.7
12,綻放的心,0.8
11,發財金戈,0.96
