馬匹編號,馬名,平均比標準時間
10,飛躍凱旋,0.23
1,部族高手,0.36
8,美神來,0.36
6,順善寶,0.44
3,知恩圖報,0.44
11,劍無情,0.55
7,常常感恩,0.56
4,問鼎巔峰,0.62
5,金鑽精靈,0.62
9,風雲,0.79
2,快樂之友,0.87
12,富貴駒,1.02
14,江南盛,1.24
13,發光發亮,1.29
