馬匹編號,馬名,平均比標準時間
3,非惟僥倖,-0.43
9,勁沙塵,-0.4
8,仁心星,-0.2
7,春風萬里,0.14
2,永遠美麗,0.32
1,加州動員,0.38
4,包裝福星,0.49
5,知足常樂,1.21
