馬匹編號,馬名,完成時間
1,部族高手,82.25
10,飛躍凱旋,82.46
3,知恩圖報,82.49
5,金鑽精靈,82.58
8,美神來,82.85
7,常常感恩,82.86
6,順善寶,82.87
11,劍無情,82.88
2,快樂之友,83.45
9,風雲,83.79
