馬匹編號,馬名,平均比標準時間
8,中國心,-0.8
4,納百川,-0.57
14,黃金騎士,-0.25
6,安都,-0.18
7,開心勇駒,-0.09
5,不同世界,0.07
11,金滙千帥,0.21
1,膨才,0.31
2,川河耀駒,0.43
3,共享富裕,0.44
10,巴閉仔,0.52
12,八仟財陞,0.64
9,龍城精將,0.66
13,超加加,0.7
