馬匹編號,馬名,完成時間
10,銳目,69.76
14,花香月明,69.82
11,豐功偉績,69.82
9,烈焰光芒,69.84
4,奇異歡星,69.85
13,天天更好,69.87
8,大千赤風,70.04
1,笑盈喜,70.14
12,超智多寶,70.46
2,君子,70.9
3,巴閉哥,71.49
