馬匹編號,馬名,平均比標準時間
6,時時歡欣,-0.67
1,信心星,-0.1
9,競駿輝煌,-0.06
11,閃耀天河,0.25
3,天天同樂,0.78
4,錶之星河,0.84
8,愛馬善,0.88
10,飲杯,0.89
5,維港智能,0.9
