馬匹編號,馬名,平均比標準時間
1,極上紗瓏,-0.8
7,亨驥,0.06
5,嘉應勇將,0.09
2,一生好彩,0.16
3,神馳,0.22
4,開心三寶,0.27
11,加州熱浪,0.37
9,愛馬心,0.4
6,浪漫鬥士,0.51
10,新力好,0.58
12,幸運大夫,1.3
