馬匹編號,馬名,平均比標準時間
3,綫路萬里,-0.12
14,增旺,0.03
11,爆竹,0.27
4,嵐臣,0.4
12,勝在當下,0.47
1,百威多贏,0.52
7,馬上盈,0.72
8,勁勇皇駒,0.74
2,家傳之寶,1.0
13,競駿傳奇,1.09
6,種得好,1.16
10,飛越晨曦,1.44
9,天德神影,1.7
