馬匹編號,馬名,平均比標準時間
10,銳目,0.42
14,花香月明,0.46
11,豐功偉績,0.47
4,奇異歡星,0.47
5,悠然常勝,0.49
13,天天更好,0.66
8,大千赤風,0.69
9,烈焰光芒,0.73
1,笑盈喜,0.79
3,巴閉哥,0.94
12,超智多寶,1.15
2,君子,1.74
