馬匹編號,馬名,平均比標準時間
1,開心指數,-0.14
3,扶搖勢勁,0.03
12,穿甲戰鷹,0.1
5,臻至辰,0.23
9,香港仔,0.24
8,星火燎原,0.27
2,增強,0.36
4,快活英雄,0.52
11,美麗邂逅,0.9
13,蹺妙,0.96
6,贏完又贏,2.18
