馬匹編號,馬名,平均比標準時間
7,森林之王,-0.21
13,盛勢威楓,-0.02
14,文武全能,0.35
9,龍傲綾羅,0.36
6,安定神駒,0.38
1,繼往開來,0.38
3,共創歡欣,0.56
12,嘉嘉友福,0.58
2,志善思源,0.93
10,挺秀弘利,1.03
5,觀萬象,1.06
4,龍城強將,1.1
11,無極勇將,1.66
8,保羅輝煌,1.74
