馬匹編號,馬名,平均比標準時間
3,奔放,-0.88
1,君子傳承,-0.75
10,發財先鋒,-0.53
14,清雲龍駒,-0.28
7,愛心神駒,-0.26
12,豐辰,-0.14
9,滿心星,0.02
11,火焰閃爍,0.07
2,話你知,0.12
13,包裝戰仕,0.14
6,優才,0.33
5,友瑩光,0.49
8,同心同夢,0.62
4,星幻,1.08
