馬匹編號,馬名,平均比標準時間
2,數字天文,-0.45
7,錶之宇宙,-0.17
4,白鷺金剛,-0.04
3,睿盛人生,0.0
6,美麗星晨,0.18
12,一生好彩,0.19
10,風將,0.27
11,一定超,0.27
1,小鳥天堂,0.34
5,晒冷,0.43
13,幸運派彩,0.43
14,紫荊盛勢,0.43
8,天星,0.51
9,綫路滿貫,1.06
