馬匹編號,馬名,完成時間
10,凱旋王者,69.39
14,果然僥倖,69.47
2,紅愛舍,69.68
11,奇異歡星,69.74
4,馬達,69.77
9,準希望,69.8
8,金多囍,69.8
13,超智多寶,70.01
12,競駿傳奇,70.09
