馬匹編號,馬名,平均比標準時間
7,加州勇勝,-0.07
2,紅衣醒目,0.09
13,凱旋幸運,0.11
14,超風速,0.18
10,過關勇士,0.45
3,超拍檔,0.5
1,定數,0.56
12,開心菓,0.69
11,有情有義,0.76
6,寫我其誰,1.01
8,堅闖,1.51
5,活得健康,1.56
9,駿皇逸,1.62
