馬匹編號,馬名,平均比標準時間
8,綫路萬里,-0.17
10,猛將兄,0.14
1,龍威心得,0.2
2,進傲星,0.24
12,前衛火影,0.36
5,騰達勇士,0.43
3,同心,0.44
11,海王,0.62
13,心愛的,0.63
6,馬上盈,0.77
7,萬事勝利,0.8
14,文武全能,0.83
4,龍之邦,1.24
9,紅衣財神,2.04
