馬匹編號,馬名,平均比標準時間
9,會當凌,-0.06
8,馭跑得,0.11
2,永遠美麗,0.14
10,至尊高超,0.21
7,得道猴王,0.23
1,健康愉快,0.32
3,新意馬,0.38
6,小霸王,0.52
12,一先生,0.73
5,愛馬善,0.81
4,綠族無限,1.04
