馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1000,578,14/04/2024,04,加州活力,3,8,5,34.08,34.48,34.48,22.38,-33.52,56.86,0.96,9 6 4,同得威,超力量,聖托里尼,艾道拿,布文,0,126,133
ST,grass,好/黏,1000,636,05/05/2024,05,加州活力,3,8,10,34.43,34.59,34.59,23.52,-32.38,58.11,2.21,3 3 5,超力量,東昇鉞,聖托里尼,艾道拿,布文,0,126,133
ST,grass,好,1200,694,26/05/2024,05,加州活力,3,8,6,46.77,47.45,47.45,22.48,-45.67,69.93,1.78,9 7 5,同得威,聖托里尼,東昇鉞,艾道拿,布文,0,126,133
ST,grass,黏,1000,751,15/06/2024,05,加州活力,3,8,2,34.13,34.97,34.97,22.78,-33.12,57.75,1.85,9 10 5,精英勇士,嘉應駿馬,聖托里尼,艾道拿,布文,0,126,133
ST,grass,好/快,1200,802,06/07/2024,06,加州活力,3,8,7,46.3,46.9,46.9,22.98,-45.17,69.88,1.73,9 8 6,聖托里尼,精英勇士,加州星皓,艾道拿,布文,0,126,133
ST,grass,好/黏,1400,006,08/09/2024,07,加州活力,3,8,7,58.75,59.07,-9.48,23.6,10.15,82.67,0.67,6 4 4 7,奔妙星,堅闖,君達得,艾道拿,布文,4,127,133
ST,grass,好/快,1400,112,20/10/2024,06,加州活力,3,8,6,58.68,59.72,-8.83,22.45,9.0,82.17,0.17,13 11 11 6,超風速,保羅傳奇,相映紅,艾道拿,布文,4,125,133
ST,grass,好/快,1400,151,03/11/2024,04,加州活力,3,8,2,58.64,59.08,-9.47,23.01,9.56,82.09,0.09,9 10 7 4,勇冠群英,皇仁歡星,但求開心,艾道拿,布文,4,124,133
ST,grass,好,1400,183,17/11/2024,08,加州活力,3,8,2,58.29,58.97,-9.58,23.57,10.12,82.54,0.54,8 10 11 8,愛意龍,超風速,極速贏,何澤堯,布文,4,121,133
HV,grass,好,1650,233,04/12/2024,03,加州活力,3,8,11,76.8,77.0,4.9,24.15,-3.85,101.15,1.05,8 5 2 3,青春力量,相映紅,加州活力,鍾易禮,布文,4,117,133
ST,grass,好/快,1800,432,16/02/2025,06,加州活力,3,8,3,83.01,83.37,-2.28,23.83,1.63,107.2,-0.65,4 5 5 6 6,發財秘笈,風火恆雲,一起美麗,賀銘年,布文,4,118,133
HV,grass,好,2200,476,05/03/2025,04,加州活力,3,8,2,111.56,111.56,-0.39,25.36,-0.04,136.92,-0.43,1 1 1 1 1 4,樂捉鳥,香港精神,同寶寶,布文,布文,5,134,133
HV,grass,好/快,1650,515,19/03/2025,05,加州活力,3,8,7,75.02,75.06,2.71,25.34,-2.61,100.4,0.1,2 2 2 5,威威父子,風雲,朗日雪峰,布文,布文,5,132,133
HV,grass,好/快,1650,630,30/04/2025,01,加州活力,3,8,11,76.7,76.82,4.47,23.17,-4.78,99.99,-0.31,7 2 2 1,加州活力,極速之子,無敵精英,布文,布文,5,130,133
HV,grass,好/快,1650,690,21/05/2025,01,加州活力,3,8,12,75.19,75.19,3.09,23.86,-4.14,99.05,-1.05,9 9 1 1,加州活力,神駒馬靈,錶之星球,鍾易禮,布文,4,113,133
HV,grass,好/快,1650,784,25/06/2025,03,加州活力,3,8,9,76.24,76.6,4.5,23.47,-4.53,100.07,-0.03,9 7 5 3,龍文鞭影,川河首駒,加州活力,鍾易禮,布文,4,124,133
ST,grass,好/快,1600,832,13/07/2025,09,加州活力,3,8,13,70.62,71.22,0.82,24.01,-0.49,95.23,0.33,13 14 8 9,開心宇宙,準輝煌,加州星皓,布文,布文,4,126,133
ST,grass,好/快,1400,107,19/10/2025,09,加州活力,3,8,2,57.82,58.78,-9.77,23.33,9.88,82.11,0.11,10 13 13 9,豐辰,戀愛狂,黃金騎士,鍾易禮,布文,4,124,133
HV,grass,好/快,1650,156,05/11/2025,11,加州活力,3,8,12,75.22,75.86,3.76,25.71,-2.29,101.57,1.47,11 11 10 11,將義,卓越蒨鋒,祥勝將軍,鍾易禮,布文,4,124,133
HV,grass,好,1650,192,19/11/2025,06,加州活力,3,8,6,75.9,76.62,4.52,24.34,-3.66,100.96,0.86,9 9 10 6,建測羣英,佳登,至高心得,布文,布文,4,126,133
HV,grass,好,1650,267,17/12/2025,01,加州活力,3,8,6,76.73,77.57,5.47,23.1,-4.9,100.67,0.57,11 11 12 1,加州活力,本領非凡,巴閉佬,布文,布文,4,125,133
HV,grass,好,1650,329,07/01/2026,03,加州活力,3,8,8,77.68,78.52,6.42,22.71,-5.29,101.23,1.13,11 11 10 3,翠兒威威,隨緣得勝,加州活力,布文,布文,4,135,133
