馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1400,044,24/09/2023,05,唯美主義,1,11,4,59.45,59.85,-8.7,23.17,9.72,83.02,1.02,7 8 7 5,堅又威,滿歡笑,武林至尊,霍宏聲,潘頓,4,124,135
ST,grass,好,1600,061,01/10/2023,02,唯美主義,1,11,14,72.29,72.93,2.53,22.48,-2.02,95.41,0.51,14 13 11 2,禪勝輝煌,唯美主義,將俠,何澤堯,潘頓,4,124,135
ST,grass,好,1600,104,22/10/2023,03,唯美主義,1,11,7,72.03,72.35,1.95,23.2,-1.3,95.55,0.65,9 6 6 3,禪勝輝煌,將俠,唯美主義,艾兆禮,潘頓,4,125,135
ST,grass,好,1600,141,05/11/2023,03,唯美主義,1,11,4,70.98,71.42,1.02,23.59,-0.91,95.01,0.11,8 8 7 3,天外飛天,將俠,唯美主義,潘頓,潘頓,4,125,135
ST,grass,好,1600,164,11/11/2023,01,唯美主義,1,11,4,71.83,72.31,1.91,23.2,-1.3,95.51,0.61,10 10 7 1,唯美主義,佳福駒,精算特殊,潘頓,潘頓,4,128,135
ST,grass,好,1600,258,17/12/2023,01,唯美主義,1,11,8,70.92,71.76,1.36,23.48,-1.02,95.24,0.34,10 10 10 1,唯美主義,智勝龍,將俠,潘頓,潘頓,4,132,135
ST,grass,好,1800,299,01/01/2024,06,唯美主義,1,11,9,84.67,85.15,-0.05,24.36,2.06,109.51,2.01,8 8 8 8 6,常拼常勇,博才,浪漫風采,潘頓,潘頓,3,122,135
ST,grass,好,1600,377,28/01/2024,08,唯美主義,1,11,7,70.89,72.01,1.81,23.79,-0.71,95.8,1.1,13 13 13 8,魅力知遇,港林福將,久久為尊,霍宏聲,潘頓,3,123,135
HV,grass,好,1650,404,07/02/2024,04,唯美主義,1,11,9,76.36,77.28,5.33,23.92,-4.03,101.2,1.3,10 10 11 4,十八掌,飛輪步,美麗滿滿,田泰安,潘頓,3,118,135
HV,grass,好,1650,462,28/02/2024,07,唯美主義,1,11,7,76.2,77.6,5.65,24.3,-3.65,101.9,2.0,10 10 10 7,駿行星,亞機拉,獨角獸,潘頓,潘頓,3,121,135
HV,grass,好,1650,520,20/03/2024,10,唯美主義,1,11,11,78.07,79.31,7.36,22.47,-5.48,101.78,1.88,12 12 11 10,建測羣英,開心勇駒,博望坡,班德禮,潘頓,3,118,135
ST,grass,好,1600,567,07/04/2024,06,唯美主義,1,11,14,72.13,73.09,2.69,23.46,-1.04,96.55,1.65,13 13 13 6,加州動員,哈哈大笑,獎星,潘頓,潘頓,4,135,135
ST,grass,好,1600,641,05/05/2024,01,唯美主義,1,11,10,71.02,71.54,1.14,23.26,-1.24,94.8,-0.1,13 11 9 1,唯美主義,英駿飛駒,春風萬里,潘頓,潘頓,4,133,135
ST,dirt,好,1650,711,29/05/2024,06,唯美主義,1,11,4,75.39,75.91,5.21,23.79,-4.11,99.7,1.1,12 13 10 6,柏林探戈,好好心得,精彩動力,希威森,潘頓,3,118,135
HV,grass,好,1650,750,12/06/2024,02,唯美主義,1,11,12,76.22,77.02,5.07,23.49,-4.46,100.51,0.61,9 9 9 2,赤兔猴王,唯美主義,久久為攻,希威森,潘頓,3,123,135
HV,grass,好,1650,800,04/07/2024,07,唯美主義,1,11,4,76.39,77.03,5.08,23.89,-4.06,100.92,1.02,9 10 9 7,飛漲,久久為攻,赤兔猴王,希威森,潘頓,3,120,135
HV,grass,好/快,1650,109,16/10/2024,07,唯美主義,1,11,9,74.54,75.5,3.55,23.73,-4.22,99.23,-0.67,8 8 9 7,銀進,本領非凡,爭金奪冠,潘頓,潘頓,3,122,135
ST,grass,好,2000,187,17/11/2024,04,唯美主義,1,11,13,97.99,98.71,1.51,22.96,-1.74,121.67,-0.23,13 13 13 10 4,愛心神駒,共享富裕,金陽飛駒,希威森,潘頓,3,119,135
HV,grass,好,1650,237,04/12/2024,03,唯美主義,1,11,4,76.98,77.94,5.99,22.63,-5.32,100.57,0.67,11 10 11 3,太陽勇士,豐盛,唯美主義,潘頓,潘頓,3,120,135
HV,grass,好,1650,296,26/12/2024,04,唯美主義,1,11,12,76.1,77.02,5.07,22.65,-5.3,99.67,-0.23,10 10 11 4,浪漫老撾,時時稱心,太陽勇士,潘頓,潘頓,3,125,135
HV,grass,好,1800,373,22/01/2025,02,唯美主義,1,11,7,86.24,87.0,0.55,22.95,-0.05,109.95,0.5,9 9 10 8 2,久久為尊,唯美主義,一支箭,潘頓,潘頓,3,122,135
HV,grass,好,1650,446,19/02/2025,06,唯美主義,1,11,10,75.63,76.35,4.4,23.76,-4.19,100.11,0.21,11 11 11 6,博望坡,勁好運,太陽勇士,潘明輝,潘頓,3,122,135
HV,grass,好,1650,478,05/03/2025,03,唯美主義,1,11,3,75.98,76.7,4.75,23.06,-4.89,99.76,-0.14,7 7 8 3,星價,獨角獸,唯美主義,霍宏聲,潘頓,3,125,135
