馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1200,281,22/12/2024,12,飈誌,11,12,6,46.03,46.87,46.87,23.55,-45.8,70.42,1.07,10 9 12,天賜喜,新力好,熾烈神駒,巴度,希威森,4,128,118
HV,grass,好,1200,332,08/01/2025,08,飈誌,11,12,2,46.47,47.39,47.39,23.56,-46.34,70.95,1.05,7 10 8,健康心靈,綫路達飛,嘉應威風,希威森,希威森,4,128,118
HV,grass,好,1200,368,22/01/2025,09,飈誌,11,12,6,45.97,46.89,46.89,23.74,-46.16,70.63,0.73,9 8 9,金發盛世,砂漿金剛,快樂老撾,何澤堯,希威森,4,125,118
HV,grass,好,1200,439,19/02/2025,06,飈誌,11,12,1,46.13,47.13,47.13,23.2,-46.7,70.33,0.43,10 11 6,智勝攻略,多利神駒,有鴻利,田泰安,希威森,4,123,118
HV,grass,好/快,1200,498,12/03/2025,04,飈誌,11,12,1,46.16,46.36,46.36,23.87,-46.03,70.23,0.33,4 4 4,好精神,電玩精英,競馬一心,田泰安,希威森,4,122,118
ST,grass,好/快,1400,524,23/03/2025,08,飈誌,11,12,14,58.2,58.92,-9.63,23.03,9.58,81.95,-0.05,12 11 9 8,綠野飛馳,小皇爺,火焰閃爍,艾兆禮,希威森,4,122,118
HV,grass,好/快,1650,594,16/04/2025,01,飈誌,11,12,4,75.57,75.57,3.47,24.07,-3.93,99.64,-0.46,1 1 1 1,飈誌,馬主雄風,翠兒威威,潘頓,希威森,4,121,118
HV,grass,好,1650,656,07/05/2025,05,飈誌,11,12,12,75.73,75.81,3.71,24.88,-3.12,100.69,0.59,3 2 2 5,大學生,論文,銀騰,潘頓,希威森,4,127,118
HV,grass,好/快,1650,715,28/05/2025,05,飈誌,11,12,5,75.57,75.57,3.47,24.8,-3.2,100.37,0.27,2 2 1 5,滿心星,奮鬥輝煌,爆笑,布文,希威森,4,127,118
HV,grass,好/快,1650,749,11/06/2025,05,飈誌,11,12,4,75.9,76.26,4.16,24.26,-3.74,100.52,0.42,3 5 5 5,君智盛,博愛先鋒,多利神駒,布文,希威森,4,130,118
ST,dirt,濕慢,1650,793,28/06/2025,10,飈誌,11,12,1,75.12,75.12,4.02,26.63,-1.32,101.75,2.7,1 1 2 10,川河型駒,風繼續吹,閃耀威龍,艾兆禮,希威森,4,126,118
HV,grass,好/快,1200,213,26/11/2025,08,飈誌,11,12,8,47.38,47.86,47.86,22.75,-47.15,70.61,0.71,8 6 8,喵喵怪,官金騏,花好月盈,艾兆禮,希威森,4,124,118
HV,grass,好,1650,267,17/12/2025,06,飈誌,11,12,7,76.73,76.77,4.67,24.37,-3.63,101.14,1.04,2 2 2 6,加州活力,本領非凡,巴閉佬,艾兆禮,希威森,4,122,118
HV,grass,好,1650,327,07/01/2026,10,飈誌,11,12,7,74.88,74.88,2.78,27.65,-0.35,102.53,2.43,1 1 1 10,佳福駒,祥勝將軍,瑞祺威楓,艾兆禮,希威森,4,120,118
