馬匹編號,馬名,完成時間
3,綫路英雄,69.29
14,同喜,69.53
5,天天友福,69.62
1,跨境駿馬,69.66
6,金運齊來,69.75
10,新力驕,69.91
2,領袖勁力,70.82
