馬匹編號,馬名,完成時間
10,桃花開,93.58
3,永遠美麗,94.16
11,喜尊龍,94.19
2,和平波,94.25
1,安遇,94.28
6,太陽勇士,94.38
9,至尊瑰寶,94.39
5,包裝福星,94.4
8,精英雄心,94.65
7,遨遊武士,95.15
4,華麗再勝,95.18
