馬匹編號,馬名,平均比標準時間
8,奔放,-0.65
7,極光之子,-0.48
13,清雲龍駒,-0.43
1,君子傳承,-0.42
6,愛心神駒,-0.34
4,盈好威楓,-0.17
14,安可,-0.14
12,豐辰,0.04
3,紫荊傳令,0.15
11,火焰閃爍,0.29
9,星價,0.67
10,堅有利,0.73
5,優才,0.76
2,當年情,2.73
