馬匹編號,馬名,平均比標準時間
2,綠野飛馳,-0.12
5,做好自己,-0.05
4,志滿同行,-0.03
13,心雄雄,0.22
6,同心同樂,0.26
11,金滙千帥,0.33
9,加州熱浪,0.35
1,駿奕快車,0.42
7,新力好,0.48
3,時尚風趣,0.49
10,閃光燈,0.72
12,駿馬之光,1.06
